liveness,tempo,energy,analysis_url,speechiness,mode,instrumentalness,key,duration_ms,id,name,popularity,uri,acousticness,track_href,time_signature,loudness,valence,type,danceability
0.223,104.003,0.511,https://api.spotify.com/v1/audio-analysis/28izyGMuPysSxWhKbqxRRc,0.0402,1,0.0885,11,276983,28izyGMuPysSxWhKbqxRRc,Bad Ones (feat. Tegan and Sara),51,spotify:track:28izyGMuPysSxWhKbqxRRc,0.00693,https://api.spotify.com/v1/tracks/28izyGMuPysSxWhKbqxRRc,4,-8.357,0.0399,audio_features,0.769
0.365,202.049,0.851,https://api.spotify.com/v1/audio-analysis/2ACOWPLUe4A4KuQ5ioD2od,0.121,0,3.19e-05,5,204013,2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,69,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,0.0358,https://api.spotify.com/v1/tracks/2ACOWPLUe4A4KuQ5ioD2od,4,-4.245,0.612,audio_features,0.596
0.11,176.688,0.653,https://api.spotify.com/v1/audio-analysis/6g1lGlApRBJD8pPNmMgQ9Z,0.0393,1,0.00801,7,207080,6g1lGlApRBJD8pPNmMgQ9Z,Switch,59,spotify:track:6g1lGlApRBJD8pPNmMgQ9Z,0.042,https://api.spotify.com/v1/tracks/6g1lGlApRBJD8pPNmMgQ9Z,4,-6.158,0.18,audio_features,0.665
0.0813,126.684,0.586,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,0.0362,1,0,11,196373,3EPXxR3ImUwfayaurPi3cm,Be Alright,94,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.697,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,4,-6.319,0.443,audio_features,0.553
0.183,155.37,0.481,https://api.spotify.com/v1/audio-analysis/7rLrLKuecVXH1XLbyP0qW9,0.0318,0,0,9,196454,7rLrLKuecVXH1XLbyP0qW9,On My Mind (Acoustic) [feat. Tristan & Adam],34,spotify:track:7rLrLKuecVXH1XLbyP0qW9,0.389,https://api.spotify.com/v1/tracks/7rLrLKuecVXH1XLbyP0qW9,4,-8.991,0.453,audio_features,0.555
0.131,98.452,0.835,https://api.spotify.com/v1/audio-analysis/2SUGiEaWclFc6XYdL71wqA,0.044,1,0.00551,5,170441,2SUGiEaWclFc6XYdL71wqA,Listen Closely (feat. SAFE),64,spotify:track:2SUGiEaWclFc6XYdL71wqA,0.0473,https://api.spotify.com/v1/tracks/2SUGiEaWclFc6XYdL71wqA,4,-3.983,0.537,audio_features,0.71
0.38,91.111,0.631,https://api.spotify.com/v1/audio-analysis/3uYzfyifC7J1j1IEjN1xz6,0.0665,1,1.39e-05,1,255293,3uYzfyifC7J1j1IEjN1xz6,This Love - Acoustic,9,spotify:track:3uYzfyifC7J1j1IEjN1xz6,0.508,https://api.spotify.com/v1/tracks/3uYzfyifC7J1j1IEjN1xz6,4,-8.934,0.683,audio_features,0.637
0.325,97.998,0.734,https://api.spotify.com/v1/audio-analysis/7FYH5AW3bVfZHJIQpq3UOA,0.0738,1,0,1,284387,7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,75,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,0.0372,https://api.spotify.com/v1/tracks/7FYH5AW3bVfZHJIQpq3UOA,4,-5.48,0.425,audio_features,0.822
0.157,125.954,0.932,https://api.spotify.com/v1/audio-analysis/7a52hrgHrps3SEYkw20IIm,0.0679,0,0.00811,10,189835,7a52hrgHrps3SEYkw20IIm,Home,53,spotify:track:7a52hrgHrps3SEYkw20IIm,0.00851,https://api.spotify.com/v1/tracks/7a52hrgHrps3SEYkw20IIm,4,-5.816,0.337,audio_features,0.544
0.392,133.477,0.917,https://api.spotify.com/v1/audio-analysis/7hXFB9EQGSMDhRINv4iyyV,0.0801,1,0.187,3,230013,7hXFB9EQGSMDhRINv4iyyV,Dark Saturday,43,spotify:track:7hXFB9EQGSMDhRINv4iyyV,0.000171,https://api.spotify.com/v1/tracks/7hXFB9EQGSMDhRINv4iyyV,4,-3.688,0.243,audio_features,0.512
0.106,121.054,0.929,https://api.spotify.com/v1/audio-analysis/3kKxoDf1G0B7QXABuPb9cy,0.0389,0,4.63e-05,6,190413,3kKxoDf1G0B7QXABuPb9cy,95,37,spotify:track:3kKxoDf1G0B7QXABuPb9cy,0.0308,https://api.spotify.com/v1/tracks/3kKxoDf1G0B7QXABuPb9cy,4,-4.099,0.186,audio_features,0.613
0.0947,133.332,0.633,https://api.spotify.com/v1/audio-analysis/6UNBB3NvtQ2DIb8BOBpJeR,0.0504,1,1.3e-06,8,233093,6UNBB3NvtQ2DIb8BOBpJeR,Hold You,31,spotify:track:6UNBB3NvtQ2DIb8BOBpJeR,0.284,https://api.spotify.com/v1/tracks/6UNBB3NvtQ2DIb8BOBpJeR,5,-3.103,0.505,audio_features,0.695
0.0571,115.808,0.86,https://api.spotify.com/v1/audio-analysis/2bCWNwDdtlFmZ0i1N4vrwN,0.185,0,0,10,300987,2bCWNwDdtlFmZ0i1N4vrwN,Here I Am,35,spotify:track:2bCWNwDdtlFmZ0i1N4vrwN,0.003,https://api.spotify.com/v1/tracks/2bCWNwDdtlFmZ0i1N4vrwN,4,-9.006,0.805,audio_features,0.656
0.192,92.007,0.74,https://api.spotify.com/v1/audio-analysis/3X4YuIXeQo5kf34mM0gtju,0.0343,0,0.00012,11,183979,3X4YuIXeQo5kf34mM0gtju,Black Holes (Solid Ground),9,spotify:track:3X4YuIXeQo5kf34mM0gtju,0.118,https://api.spotify.com/v1/tracks/3X4YuIXeQo5kf34mM0gtju,4,-7.081,0.29,audio_features,0.545
0.115,87.018,0.591,https://api.spotify.com/v1/audio-analysis/6GzVDBNNPqBa465hLchSvQ,0.119,0,0.00136,3,289960,6GzVDBNNPqBa465hLchSvQ,Otto,70,spotify:track:6GzVDBNNPqBa465hLchSvQ,0.865,https://api.spotify.com/v1/tracks/6GzVDBNNPqBa465hLchSvQ,4,-8.376,0.218,audio_features,0.713
0.103,98.963,0.469,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.0326,1,1.04e-06,5,165387,7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,79,spotify:track:7mldq42yDuxiUNn08nvzHO,0.463,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,4,-7.226,0.631,audio_features,0.731
0.373,78.93,0.549,https://api.spotify.com/v1/audio-analysis/2ZP62FLKSCJNJKKWvoGLdW,0.0333,1,0,7,151139,2ZP62FLKSCJNJKKWvoGLdW,Hotline Bling - Acoustic,25,spotify:track:2ZP62FLKSCJNJKKWvoGLdW,0.461,https://api.spotify.com/v1/tracks/2ZP62FLKSCJNJKKWvoGLdW,3,-6.333,0.463,audio_features,0.596
0.0836,125.5,0.836,https://api.spotify.com/v1/audio-analysis/6U0skSHLq0DLJgKdVXmEby,0.172,1,8.53e-06,7,265627,6U0skSHLq0DLJgKdVXmEby,Wild Thing,3,spotify:track:6U0skSHLq0DLJgKdVXmEby,0.000408,https://api.spotify.com/v1/tracks/6U0skSHLq0DLJgKdVXmEby,4,-6.685,0.812,audio_features,0.95
0.0571,150.44,0.841,https://api.spotify.com/v1/audio-analysis/4e6kP7g8MUCqHcld1yeHYA,0.0579,1,0.00319,5,550067,4e6kP7g8MUCqHcld1yeHYA,Free Bird,47,spotify:track:4e6kP7g8MUCqHcld1yeHYA,0.00829,https://api.spotify.com/v1/tracks/4e6kP7g8MUCqHcld1yeHYA,4,-7.357,0.33,audio_features,0.196
0.148,90.041,0.447,https://api.spotify.com/v1/audio-analysis/5G221ODPHgnJugwAF3x89O,0.0813,0,0,9,182853,5G221ODPHgnJugwAF3x89O,Change Me,49,spotify:track:5G221ODPHgnJugwAF3x89O,0.227,https://api.spotify.com/v1/tracks/5G221ODPHgnJugwAF3x89O,4,-10.442,0.328,audio_features,0.731
0.153,90.024,0.817,https://api.spotify.com/v1/audio-analysis/7dRj3sTBYkNbEx5kdNHriv,0.0447,1,0,0,233298,7dRj3sTBYkNbEx5kdNHriv,MANTRA,76,spotify:track:7dRj3sTBYkNbEx5kdNHriv,0.000477,https://api.spotify.com/v1/tracks/7dRj3sTBYkNbEx5kdNHriv,4,-3.508,0.617,audio_features,0.502
0.0816,95.008,0.805,https://api.spotify.com/v1/audio-analysis/6AYPyB4mgQIGeU0Xab4ONQ,0.129,1,0.00154,7,237513,6AYPyB4mgQIGeU0Xab4ONQ,Motigbana,57,spotify:track:6AYPyB4mgQIGeU0Xab4ONQ,0.387,https://api.spotify.com/v1/tracks/6AYPyB4mgQIGeU0Xab4ONQ,4,-5.484,0.604,audio_features,0.855
0.104,76.015,0.35,https://api.spotify.com/v1/audio-analysis/5brFsv9Tr9XnfAaCEqs7mP,0.0419,0,7.16e-05,9,205693,5brFsv9Tr9XnfAaCEqs7mP,Like Mariah,32,spotify:track:5brFsv9Tr9XnfAaCEqs7mP,0.748,https://api.spotify.com/v1/tracks/5brFsv9Tr9XnfAaCEqs7mP,4,-14.917,0.739,audio_features,0.772
0.125,143.981,0.417,https://api.spotify.com/v1/audio-analysis/5wByF7ZWMhwE12bpdntOwF,0.0292,0,0.0871,5,175022,5wByF7ZWMhwE12bpdntOwF,HEAL,11,spotify:track:5wByF7ZWMhwE12bpdntOwF,0.232,https://api.spotify.com/v1/tracks/5wByF7ZWMhwE12bpdntOwF,3,-9.274,0.535,audio_features,0.676
0.105,109.637,0.519,https://api.spotify.com/v1/audio-analysis/7qNKR9ogKIkmqG7DhwU3zx,0.0512,0,0.000137,10,256366,7qNKR9ogKIkmqG7DhwU3zx,Freaky (feat. Bridge & Nonso Amadi),44,spotify:track:7qNKR9ogKIkmqG7DhwU3zx,0.0558,https://api.spotify.com/v1/tracks/7qNKR9ogKIkmqG7DhwU3zx,5,-6.35,0.396,audio_features,0.493
0.184,124.444,0.87,https://api.spotify.com/v1/audio-analysis/4er8NyQ8cFnZ2b643Tjc44,0.0308,1,0.126,9,224800,4er8NyQ8cFnZ2b643Tjc44,Shiny Happy People,13,spotify:track:4er8NyQ8cFnZ2b643Tjc44,0.00361,https://api.spotify.com/v1/tracks/4er8NyQ8cFnZ2b643Tjc44,4,-5.99,0.814,audio_features,0.491
0.16,136.203,0.975,https://api.spotify.com/v1/audio-analysis/5Ex0CFhT3J4AdjvHnOvdDW,0.0621,1,0.0324,9,186547,5Ex0CFhT3J4AdjvHnOvdDW,Surface Envy,37,spotify:track:5Ex0CFhT3J4AdjvHnOvdDW,0.000271,https://api.spotify.com/v1/tracks/5Ex0CFhT3J4AdjvHnOvdDW,4,-3.271,0.585,audio_features,0.427
0.116,114.484,0.816,https://api.spotify.com/v1/audio-analysis/541jTq3SOEELKvcfA0jHI0,0.11,1,0.000554,1,297400,541jTq3SOEELKvcfA0jHI0,The Way You Make Me Feel,61,spotify:track:541jTq3SOEELKvcfA0jHI0,0.0367,https://api.spotify.com/v1/tracks/541jTq3SOEELKvcfA0jHI0,4,-5.926,0.507,audio_features,0.608
0.122,128.219,0.886,https://api.spotify.com/v1/audio-analysis/4TXiPzOZanpYIUXuNwHzlZ,0.0508,1,0,2,197120,4TXiPzOZanpYIUXuNwHzlZ,Time's Always Leaving,43,spotify:track:4TXiPzOZanpYIUXuNwHzlZ,0.00128,https://api.spotify.com/v1/tracks/4TXiPzOZanpYIUXuNwHzlZ,4,-5.087,0.38,audio_features,0.543
0.0975,172.384,0.916,https://api.spotify.com/v1/audio-analysis/5ij84aZDvRN4zSHSh2L6pl,0.101,1,0.000395,4,252507,5ij84aZDvRN4zSHSh2L6pl,Walk Of Life,42,spotify:track:5ij84aZDvRN4zSHSh2L6pl,0.404,https://api.spotify.com/v1/tracks/5ij84aZDvRN4zSHSh2L6pl,4,-8.524,0.81,audio_features,0.459
0.0589,109.955,0.542,https://api.spotify.com/v1/audio-analysis/14V0LsylLq9xgpQmIq9GQd,0.076,1,6.92e-06,1,165851,14V0LsylLq9xgpQmIq9GQd,divine,35,spotify:track:14V0LsylLq9xgpQmIq9GQd,0.258,https://api.spotify.com/v1/tracks/14V0LsylLq9xgpQmIq9GQd,4,-4.733,0.844,audio_features,0.901
0.346,126.796,0.695,https://api.spotify.com/v1/audio-analysis/3XeTemCt3559kMMUMs2goW,0.0508,0,0.0875,5,366867,3XeTemCt3559kMMUMs2goW,Expansions,41,spotify:track:3XeTemCt3559kMMUMs2goW,0.114,https://api.spotify.com/v1/tracks/3XeTemCt3559kMMUMs2goW,4,-12.195,0.923,audio_features,0.536
0.126,98.122,0.906,https://api.spotify.com/v1/audio-analysis/0uxvn45OTk88sjlwrrHSCm,0.0691,1,0.00102,6,219900,0uxvn45OTk88sjlwrrHSCm,Shnayi,28,spotify:track:0uxvn45OTk88sjlwrrHSCm,0.00327,https://api.spotify.com/v1/tracks/0uxvn45OTk88sjlwrrHSCm,4,-7.817,0.756,audio_features,0.588
0.178,93.258,0.626,https://api.spotify.com/v1/audio-analysis/2o2rvHy0IlCWf96AU3C3qF,0.15,0,0,1,159588,2o2rvHy0IlCWf96AU3C3qF,Say Something,54,spotify:track:2o2rvHy0IlCWf96AU3C3qF,0.0262,https://api.spotify.com/v1/tracks/2o2rvHy0IlCWf96AU3C3qF,4,-6.076,0.354,audio_features,0.498
0.55,77.167,0.449,https://api.spotify.com/v1/audio-analysis/2VWbHHhWnMzKWPUs4IEEW9,0.108,1,7.84e-05,7,198973,2VWbHHhWnMzKWPUs4IEEW9,God's Plan,51,spotify:track:2VWbHHhWnMzKWPUs4IEEW9,0.0329,https://api.spotify.com/v1/tracks/2VWbHHhWnMzKWPUs4IEEW9,4,-9.212,0.35,audio_features,0.754
0.156,180.059,0.514,https://api.spotify.com/v1/audio-analysis/27NrAjsDk7GoH6ybEXkrC5,0.309,1,0,7,170812,27NrAjsDk7GoH6ybEXkrC5,RATATA,72,spotify:track:27NrAjsDk7GoH6ybEXkrC5,0.139,https://api.spotify.com/v1/tracks/27NrAjsDk7GoH6ybEXkrC5,4,-7.788,0.29,audio_features,0.789
0.0932,92.009,0.826,https://api.spotify.com/v1/audio-analysis/6dmJzZNWQQEjdCVZPVUfLn,0.157,0,0,1,168520,6dmJzZNWQQEjdCVZPVUfLn,Who R U?,62,spotify:track:6dmJzZNWQQEjdCVZPVUfLn,0.0429,https://api.spotify.com/v1/tracks/6dmJzZNWQQEjdCVZPVUfLn,4,-7.429,0.819,audio_features,0.834
0.31,87.858,0.889,https://api.spotify.com/v1/audio-analysis/2krJlC7MXXpOdPipgc0TaS,0.0497,1,0.0272,5,232720,2krJlC7MXXpOdPipgc0TaS,Creepin',56,spotify:track:2krJlC7MXXpOdPipgc0TaS,0.0389,https://api.spotify.com/v1/tracks/2krJlC7MXXpOdPipgc0TaS,4,-5.042,0.539,audio_features,0.464
0.211,117.09,0.937,https://api.spotify.com/v1/audio-analysis/4NhMUkEpsULXOphJ7b3aXY,0.0834,1,0.442,5,413627,4NhMUkEpsULXOphJ7b3aXY,Are You Ready,33,spotify:track:4NhMUkEpsULXOphJ7b3aXY,0.0624,https://api.spotify.com/v1/tracks/4NhMUkEpsULXOphJ7b3aXY,4,-5.699,0.708,audio_features,0.627
0.439,153.052,0.748,https://api.spotify.com/v1/audio-analysis/5pIS6NPdQS6qwb3mvUSfBB,0.237,0,0.0153,10,296490,5pIS6NPdQS6qwb3mvUSfBB,Rural Legends,42,spotify:track:5pIS6NPdQS6qwb3mvUSfBB,0.0167,https://api.spotify.com/v1/tracks/5pIS6NPdQS6qwb3mvUSfBB,4,-6.614,0.779,audio_features,0.71
0.312,128.023,0.803,https://api.spotify.com/v1/audio-analysis/18oSjj6BaTL3NnxDkUZ5Tn,0.0714,1,0.797,0,159439,18oSjj6BaTL3NnxDkUZ5Tn,SWIRL,47,spotify:track:18oSjj6BaTL3NnxDkUZ5Tn,0.00562,https://api.spotify.com/v1/tracks/18oSjj6BaTL3NnxDkUZ5Tn,4,-5.349,0.235,audio_features,0.759
0.161,188.003,0.728,https://api.spotify.com/v1/audio-analysis/7qHPOydWy2c3iKsibA31ch,0.293,0,0.0221,1,209707,7qHPOydWy2c3iKsibA31ch,Make It Up As I Go (feat. K.Flay),66,spotify:track:7qHPOydWy2c3iKsibA31ch,0.126,https://api.spotify.com/v1/tracks/7qHPOydWy2c3iKsibA31ch,4,-7.21,0.576,audio_features,0.538
0.0961,118.034,0.746,https://api.spotify.com/v1/audio-analysis/5t130Dlw5qTcb9Z8frUIYY,0.0337,0,6.01e-06,4,292897,5t130Dlw5qTcb9Z8frUIYY,Layalina,26,spotify:track:5t130Dlw5qTcb9Z8frUIYY,0.151,https://api.spotify.com/v1/tracks/5t130Dlw5qTcb9Z8frUIYY,4,-7.349,0.944,audio_features,0.706
0.0466,124.998,0.872,https://api.spotify.com/v1/audio-analysis/3Vnv1wsbKYwAs0fbB2rORQ,0.0737,1,0.107,1,149826,3Vnv1wsbKYwAs0fbB2rORQ,Lambo,52,spotify:track:3Vnv1wsbKYwAs0fbB2rORQ,0.00557,https://api.spotify.com/v1/tracks/3Vnv1wsbKYwAs0fbB2rORQ,4,-6.08,0.429,audio_features,0.821
0.0997,77.499,0.593,https://api.spotify.com/v1/audio-analysis/6HSTGludLtQcOgOib8GwxS,0.0291,1,0.17,7,255760,6HSTGludLtQcOgOib8GwxS,Cross (Comrade II),35,spotify:track:6HSTGludLtQcOgOib8GwxS,0.208,https://api.spotify.com/v1/tracks/6HSTGludLtQcOgOib8GwxS,4,-8.264,0.573,audio_features,0.524
0.133,109.018,0.605,https://api.spotify.com/v1/audio-analysis/6idbkCHz9ta5EidtB0L1hT,0.0883,0,0.00188,3,212012,6idbkCHz9ta5EidtB0L1hT,Again,57,spotify:track:6idbkCHz9ta5EidtB0L1hT,0.455,https://api.spotify.com/v1/tracks/6idbkCHz9ta5EidtB0L1hT,4,-7.722,0.531,audio_features,0.846
0.0685,120.752,0.67,https://api.spotify.com/v1/audio-analysis/5jSz894ljfWE0IcHBSM39i,0.0438,1,0.000426,2,215173,5jSz894ljfWE0IcHBSM39i,Raspberry Beret,66,spotify:track:5jSz894ljfWE0IcHBSM39i,0.21,https://api.spotify.com/v1/tracks/5jSz894ljfWE0IcHBSM39i,4,-12.759,0.91,audio_features,0.761
0.0595,155.896,0.666,https://api.spotify.com/v1/audio-analysis/4aLFOba2hvD724MAO5GLPR,0.0281,1,0,10,199423,4aLFOba2hvD724MAO5GLPR,Girl Talks,50,spotify:track:4aLFOba2hvD724MAO5GLPR,0.0163,https://api.spotify.com/v1/tracks/4aLFOba2hvD724MAO5GLPR,4,-5.407,0.532,audio_features,0.473
0.131,103.951,0.292,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,0.037,0,0,4,296800,2M9ro2krNb7nr7HSprkEgo,Fast Car,77,spotify:track:2M9ro2krNb7nr7HSprkEgo,0.313,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,4,-15.523,0.194,audio_features,0.711
0.121,126.029,0.871,https://api.spotify.com/v1/audio-analysis/3gikwXqSGHvb7OQASlSpVe,0.0601,0,0.0138,1,190595,3gikwXqSGHvb7OQASlSpVe,Dance With Me,53,spotify:track:3gikwXqSGHvb7OQASlSpVe,0.39,https://api.spotify.com/v1/tracks/3gikwXqSGHvb7OQASlSpVe,4,-4.385,0.353,audio_features,0.603
0.106,104.95,0.571,https://api.spotify.com/v1/audio-analysis/3qmm9AdG0TnShv0drgXNIQ,0.174,1,0,1,176076,3qmm9AdG0TnShv0drgXNIQ,Karma,72,spotify:track:3qmm9AdG0TnShv0drgXNIQ,0.172,https://api.spotify.com/v1/tracks/3qmm9AdG0TnShv0drgXNIQ,4,-7.132,0.424,audio_features,0.592
0.0975,104.055,0.899,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,0.0295,1,0.000155,0,193373,3SUusuA9jH1v6PVwtYMbdv,Last Nite,69,spotify:track:3SUusuA9jH1v6PVwtYMbdv,0.0223,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,4,-5.71,0.797,audio_features,0.624
0.0789,103.02,0.834,https://api.spotify.com/v1/audio-analysis/6hJHVYmb81ecCPUEBxXsI9,0.105,1,0.00137,5,187214,6hJHVYmb81ecCPUEBxXsI9,Sanko,34,spotify:track:6hJHVYmb81ecCPUEBxXsI9,0.0385,https://api.spotify.com/v1/tracks/6hJHVYmb81ecCPUEBxXsI9,4,-3.054,0.976,audio_features,0.723
0.0565,99.902,0.863,https://api.spotify.com/v1/audio-analysis/6g1PQiyoaop6ktk2TLchtR,0.17,0,0,1,259333,6g1PQiyoaop6ktk2TLchtR,You Can Do It,51,spotify:track:6g1PQiyoaop6ktk2TLchtR,0.000924,https://api.spotify.com/v1/tracks/6g1PQiyoaop6ktk2TLchtR,4,-4.361,0.872,audio_features,0.948
0.58,80.977,0.591,https://api.spotify.com/v1/audio-analysis/1gOyBTO1fDLDTH8Ap12Wyp,0.0634,1,0.124,0,235920,1gOyBTO1fDLDTH8Ap12Wyp,Motion,60,spotify:track:1gOyBTO1fDLDTH8Ap12Wyp,0.096,https://api.spotify.com/v1/tracks/1gOyBTO1fDLDTH8Ap12Wyp,4,-7.215,0.524,audio_features,0.554
0.147,91.673,0.672,https://api.spotify.com/v1/audio-analysis/4rv1ww0dUwFZcDVPqhcOcX,0.068,0,0.00108,8,221107,4rv1ww0dUwFZcDVPqhcOcX,Try Me,75,spotify:track:4rv1ww0dUwFZcDVPqhcOcX,0.622,https://api.spotify.com/v1/tracks/4rv1ww0dUwFZcDVPqhcOcX,4,-5.777,0.108,audio_features,0.466
0.114,118.999,0.827,https://api.spotify.com/v1/audio-analysis/3YWv8fZP6fuzNVR2f2CVu5,0.0705,0,0.0286,11,287592,3YWv8fZP6fuzNVR2f2CVu5,Don't Even Try,33,spotify:track:3YWv8fZP6fuzNVR2f2CVu5,0.0413,https://api.spotify.com/v1/tracks/3YWv8fZP6fuzNVR2f2CVu5,4,-6.613,0.6,audio_features,0.843
0.201,97.155,0.652,https://api.spotify.com/v1/audio-analysis/5AnSllIrgGsCZzZJkVnApx,0.0281,1,0,9,182493,5AnSllIrgGsCZzZJkVnApx,Eyes On You,75,spotify:track:5AnSllIrgGsCZzZJkVnApx,0.323,https://api.spotify.com/v1/tracks/5AnSllIrgGsCZzZJkVnApx,4,-6.982,0.476,audio_features,0.606
0.116,128.047,0.554,https://api.spotify.com/v1/audio-analysis/7lAK3oHbfEnvUQWosrMMpR,0.0409,1,3.4e-06,0,150043,7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,86,spotify:track:7lAK3oHbfEnvUQWosrMMpR,0.283,https://api.spotify.com/v1/tracks/7lAK3oHbfEnvUQWosrMMpR,4,-6.571,0.144,audio_features,0.785
0.0775,128.541,0.816,https://api.spotify.com/v1/audio-analysis/2WEUzARUui2Zw9QZHh72hL,0.109,1,0.0164,5,507000,2WEUzARUui2Zw9QZHh72hL,"Everybody Dance - 12"" Mix",30,spotify:track:2WEUzARUui2Zw9QZHh72hL,0.0378,https://api.spotify.com/v1/tracks/2WEUzARUui2Zw9QZHh72hL,4,-8.017,0.85,audio_features,0.764
0.0547,119.99,0.926,https://api.spotify.com/v1/audio-analysis/6uqX7jd4H3b6ph6MBTvOSF,0.0577,0,0.757,9,387527,6uqX7jd4H3b6ph6MBTvOSF,Oe Batla Kae,29,spotify:track:6uqX7jd4H3b6ph6MBTvOSF,0.0374,https://api.spotify.com/v1/tracks/6uqX7jd4H3b6ph6MBTvOSF,4,-7.943,0.946,audio_features,0.78
0.108,172.065,0.415,https://api.spotify.com/v1/audio-analysis/2JqnpexlO9dmvjUMCaLCLJ,0.052,0,0,9,205463,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,86,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,0.161,https://api.spotify.com/v1/tracks/2JqnpexlO9dmvjUMCaLCLJ,4,-6.557,0.274,audio_features,0.55
0.108,120.05,0.6,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,0.0416,1,1.81e-06,7,193400,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,73,spotify:track:20I6sIOMTCkB6w7ryavxtO,0.0162,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,4,-6.532,0.612,audio_features,0.782
0.0834,108.772,0.81,https://api.spotify.com/v1/audio-analysis/0OghN4HSbKG5meJfLg3Yp2,0.104,1,0,1,214000,0OghN4HSbKG5meJfLg3Yp2,Gimme Life,54,spotify:track:0OghN4HSbKG5meJfLg3Yp2,0.187,https://api.spotify.com/v1/tracks/0OghN4HSbKG5meJfLg3Yp2,4,-4.962,0.76,audio_features,0.704
0.124,104.41,0.663,https://api.spotify.com/v1/audio-analysis/7IFrc7EJpIAYRCqWEQWYHc,0.025,1,3.77e-06,1,193893,7IFrc7EJpIAYRCqWEQWYHc,"December, 1963 (Oh, What A Night)",49,spotify:track:7IFrc7EJpIAYRCqWEQWYHc,0.0697,https://api.spotify.com/v1/tracks/7IFrc7EJpIAYRCqWEQWYHc,4,-7.451,0.964,audio_features,0.724
0.105,93.88,0.813,https://api.spotify.com/v1/audio-analysis/2Q20eWqSnV519ybPThUDWs,0.158,0,0.000141,4,187815,2Q20eWqSnV519ybPThUDWs,Gbona,59,spotify:track:2Q20eWqSnV519ybPThUDWs,0.564,https://api.spotify.com/v1/tracks/2Q20eWqSnV519ybPThUDWs,4,-5.868,0.943,audio_features,0.806
0.117,74.89,0.772,https://api.spotify.com/v1/audio-analysis/5btqzCB1tRbgcw1SJhrdzv,0.293,0,0,10,280827,5btqzCB1tRbgcw1SJhrdzv,I Lied,32,spotify:track:5btqzCB1tRbgcw1SJhrdzv,0.102,https://api.spotify.com/v1/tracks/5btqzCB1tRbgcw1SJhrdzv,4,-5.863,0.594,audio_features,0.6
0.237,192.033,0.564,https://api.spotify.com/v1/audio-analysis/7bzGIvAl75rZB20O9t5a5Z,0.0609,0,0.000256,7,190899,7bzGIvAl75rZB20O9t5a5Z,Monopoly,32,spotify:track:7bzGIvAl75rZB20O9t5a5Z,0.0926,https://api.spotify.com/v1/tracks/7bzGIvAl75rZB20O9t5a5Z,3,-5.747,0.411,audio_features,0.301
0.356,103.918,0.629,https://api.spotify.com/v1/audio-analysis/0JoaFxLgrqbWutREzcZBzS,0.0511,1,0.00252,1,173975,0JoaFxLgrqbWutREzcZBzS,One Dance,18,spotify:track:0JoaFxLgrqbWutREzcZBzS,0.00802,https://api.spotify.com/v1/tracks/0JoaFxLgrqbWutREzcZBzS,4,-5.79,0.362,audio_features,0.771
0.0885,159.945,0.757,https://api.spotify.com/v1/audio-analysis/3RkvscbM4aNbELiQf7PJwn,0.144,0,0,5,233293,3RkvscbM4aNbELiQf7PJwn,"Happy - From ""Despicable Me 2""",25,spotify:track:3RkvscbM4aNbELiQf7PJwn,0.291,https://api.spotify.com/v1/tracks/3RkvscbM4aNbELiQf7PJwn,4,-6.818,0.962,audio_features,0.662
0.0807,102.99,0.816,https://api.spotify.com/v1/audio-analysis/0nmPRC0jDojBzzeXYOcCOB,0.0915,0,0,9,207377,0nmPRC0jDojBzzeXYOcCOB,"Down Easy (feat. Starley, Wyclef Jean)",56,spotify:track:0nmPRC0jDojBzzeXYOcCOB,0.0483,https://api.spotify.com/v1/tracks/0nmPRC0jDojBzzeXYOcCOB,4,-3.588,0.498,audio_features,0.817
