liveness,tempo,energy,analysis_url,speechiness,mode,instrumentalness,key,duration_ms,id,name,popularity,uri,acousticness,track_href,time_signature,loudness,valence,type,danceability
0.0749,148.987,0.624,https://api.spotify.com/v1/audio-analysis/0D57r0pP7et2thTG95dvlf,0.371,1,0,1,122376,0D57r0pP7et2thTG95dvlf,Verified,57,spotify:track:0D57r0pP7et2thTG95dvlf,0.0423,https://api.spotify.com/v1/tracks/0D57r0pP7et2thTG95dvlf,4,-4.986,0.474,audio_features,0.918
0.11,115.953,0.698,https://api.spotify.com/v1/audio-analysis/5Oh3cW5gnEEKPsHb1WrVWm,0.0701,1,0.00057,6,197000,5Oh3cW5gnEEKPsHb1WrVWm,Lights Out (Too Drunk) [feat. Hayley],60,spotify:track:5Oh3cW5gnEEKPsHb1WrVWm,0.0529,https://api.spotify.com/v1/tracks/5Oh3cW5gnEEKPsHb1WrVWm,4,-5.475,0.695,audio_features,0.742
0.102,113.618,0.586,https://api.spotify.com/v1/audio-analysis/4MYb7NWLwXNDB7bYs3HeX8,0.046,1,0.00106,2,232533,4MYb7NWLwXNDB7bYs3HeX8,Slow Ride,66,spotify:track:4MYb7NWLwXNDB7bYs3HeX8,0.0202,https://api.spotify.com/v1/tracks/4MYb7NWLwXNDB7bYs3HeX8,4,-13.916,0.656,audio_features,0.493
0.185,104.023,0.809,https://api.spotify.com/v1/audio-analysis/05ZACkzW8YbRq3eFgIfSNB,0.0255,1,9.77e-05,2,263387,05ZACkzW8YbRq3eFgIfSNB,Springsteen,71,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.1,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,4,-5.935,0.927,audio_features,0.692
0.185,158.098,0.637,https://api.spotify.com/v1/audio-analysis/55bBVlWgwZ6yw5ccMkDU5j,0.267,1,0,11,158987,55bBVlWgwZ6yw5ccMkDU5j,100 Grand (feat. Ty Dolla $ign & A Boogie wit da Hoodie),62,spotify:track:55bBVlWgwZ6yw5ccMkDU5j,0.11,https://api.spotify.com/v1/tracks/55bBVlWgwZ6yw5ccMkDU5j,4,-6.373,0.503,audio_features,0.794
0.206,95.023,0.605,https://api.spotify.com/v1/audio-analysis/1uNIWPKOnJw92GPDcvaJY9,0.344,1,0,7,214160,1uNIWPKOnJw92GPDcvaJY9,Tight Up Skirt,47,spotify:track:1uNIWPKOnJw92GPDcvaJY9,0.00891,https://api.spotify.com/v1/tracks/1uNIWPKOnJw92GPDcvaJY9,4,-5.908,0.674,audio_features,0.897
0.259,168.187,0.601,https://api.spotify.com/v1/audio-analysis/7jQIEyRMj8H6QqIOYT0dHV,0.314,0,0,1,211888,7jQIEyRMj8H6QqIOYT0dHV,Put in Work,39,spotify:track:7jQIEyRMj8H6QqIOYT0dHV,0.116,https://api.spotify.com/v1/tracks/7jQIEyRMj8H6QqIOYT0dHV,4,-7.634,0.29,audio_features,0.758
0.351,89.98,0.647,https://api.spotify.com/v1/audio-analysis/1AJFT6XKBu0QxHb7K6c1gX,0.16,1,1.12e-06,11,197773,1AJFT6XKBu0QxHb7K6c1gX,La Cumbia De Los Monjes,50,spotify:track:1AJFT6XKBu0QxHb7K6c1gX,0.567,https://api.spotify.com/v1/tracks/1AJFT6XKBu0QxHb7K6c1gX,4,-7.15,0.858,audio_features,0.867
0.128,120.151,0.492,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,0.0276,1,0.00428,0,257800,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remastered Edition,78,spotify:track:0ofHAoxe9vBkTCp2UQIavz,0.0644,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,4,-9.744,0.789,audio_features,0.828
0.27,119.761,0.842,https://api.spotify.com/v1/audio-analysis/1jrglGtvZZdI03vvyLmKZt,0.158,1,0,5,181000,1jrglGtvZZdI03vvyLmKZt,Love Is Love - MOTi Remix,42,spotify:track:1jrglGtvZZdI03vvyLmKZt,0.492,https://api.spotify.com/v1/tracks/1jrglGtvZZdI03vvyLmKZt,4,-4.886,0.55,audio_features,0.621
0.156,147.001,0.695,https://api.spotify.com/v1/audio-analysis/7LjXU7338nspGwdZTulrLY,0.231,0,0.000319,9,164651,7LjXU7338nspGwdZTulrLY,Le nouveau personne,44,spotify:track:7LjXU7338nspGwdZTulrLY,0.259,https://api.spotify.com/v1/tracks/7LjXU7338nspGwdZTulrLY,4,-6.047,0.292,audio_features,0.716
0.176,107.611,0.668,https://api.spotify.com/v1/audio-analysis/3XLLcsj95TZRf2mgsd5hP2,0.0286,0,0.00124,11,433680,3XLLcsj95TZRf2mgsd5hP2,Rapture - US Disco Version; 1999 Remastered Version,30,spotify:track:3XLLcsj95TZRf2mgsd5hP2,0.0723,https://api.spotify.com/v1/tracks/3XLLcsj95TZRf2mgsd5hP2,4,-10.547,0.853,audio_features,0.705
0.105,90.4,0.79,https://api.spotify.com/v1/audio-analysis/13aKGvTil3UUw1yk0pA9fG,0.0292,0,0.000135,1,229467,13aKGvTil3UUw1yk0pA9fG,18 And Life,7,spotify:track:13aKGvTil3UUw1yk0pA9fG,0.000419,https://api.spotify.com/v1/tracks/13aKGvTil3UUw1yk0pA9fG,4,-5.598,0.355,audio_features,0.456
0.365,104.072,0.703,https://api.spotify.com/v1/audio-analysis/26iPsZl8wO4SRJ4sZ3tniY,0.198,1,0.015,6,556627,26iPsZl8wO4SRJ4sZ3tniY,Ndi Ochongonoko,24,spotify:track:26iPsZl8wO4SRJ4sZ3tniY,0.669,https://api.spotify.com/v1/tracks/26iPsZl8wO4SRJ4sZ3tniY,4,-6.011,0.871,audio_features,0.618
0.0977,168.064,0.657,https://api.spotify.com/v1/audio-analysis/23OuUP45tTBGHAA1zVMFOL,0.153,1,0,2,101053,23OuUP45tTBGHAA1zVMFOL,Rush,51,spotify:track:23OuUP45tTBGHAA1zVMFOL,0.242,https://api.spotify.com/v1/tracks/23OuUP45tTBGHAA1zVMFOL,4,-7.383,0.429,audio_features,0.699
0.14,88.002,0.46,https://api.spotify.com/v1/audio-analysis/6g5RSwKEjeFPv9hbrIzje3,0.0416,1,2.12e-05,7,301087,6g5RSwKEjeFPv9hbrIzje3,Vini'm pale w,32,spotify:track:6g5RSwKEjeFPv9hbrIzje3,0.0214,https://api.spotify.com/v1/tracks/6g5RSwKEjeFPv9hbrIzje3,4,-15.214,0.825,audio_features,0.739
0.114,98.027,0.858,https://api.spotify.com/v1/audio-analysis/6AV7hLSw5cIMTI47BxKRm6,0.105,1,1.41e-06,2,209801,6AV7hLSw5cIMTI47BxKRm6,Feel,52,spotify:track:6AV7hLSw5cIMTI47BxKRm6,0.0699,https://api.spotify.com/v1/tracks/6AV7hLSw5cIMTI47BxKRm6,4,-2.328,0.685,audio_features,0.756
0.12,109.381,0.871,https://api.spotify.com/v1/audio-analysis/7gxoB12jXnqycvK7mBrBon,0.0302,0,5.03e-06,6,306720,7gxoB12jXnqycvK7mBrBon,Pou kisa,17,spotify:track:7gxoB12jXnqycvK7mBrBon,0.119,https://api.spotify.com/v1/tracks/7gxoB12jXnqycvK7mBrBon,4,-6.699,0.952,audio_features,0.736
0.0962,122.002,0.775,https://api.spotify.com/v1/audio-analysis/52lFClZTgHPAhG8B7VXtFZ,0.0711,0,0.000103,1,192787,52lFClZTgHPAhG8B7VXtFZ,How Long - EDX's Dubai Skyline Remix,60,spotify:track:52lFClZTgHPAhG8B7VXtFZ,0.156,https://api.spotify.com/v1/tracks/52lFClZTgHPAhG8B7VXtFZ,4,-5.316,0.659,audio_features,0.786
0.382,125.989,0.883,https://api.spotify.com/v1/audio-analysis/592JiALLj5xL5Z6LuMmaOV,0.118,0,1.86e-05,2,189524,592JiALLj5xL5Z6LuMmaOV,Spaceship (feat. Uffie) - MOTi Remix,65,spotify:track:592JiALLj5xL5Z6LuMmaOV,0.0503,https://api.spotify.com/v1/tracks/592JiALLj5xL5Z6LuMmaOV,4,-5.043,0.219,audio_features,0.507
0.18,101.965,0.763,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,0.0523,0,0,9,251088,5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),82,spotify:track:5knuzwU65gJK7IF5yJsuaW,0.406,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,4,-4.068,0.742,audio_features,0.72
0.103,140.137,0.713,https://api.spotify.com/v1/audio-analysis/0ZWBuv544C0STkXfYb9Sd5,0.0815,0,0.00768,10,229893,0ZWBuv544C0STkXfYb9Sd5,The Dark,60,spotify:track:0ZWBuv544C0STkXfYb9Sd5,0.00417,https://api.spotify.com/v1/tracks/0ZWBuv544C0STkXfYb9Sd5,4,-6.031,0.302,audio_features,0.518
0.0685,117.089,0.787,https://api.spotify.com/v1/audio-analysis/4VrWlk8IQxevMvERoX08iC,0.0499,1,6.07e-05,1,216120,4VrWlk8IQxevMvERoX08iC,Chandelier,79,spotify:track:4VrWlk8IQxevMvERoX08iC,0.0197,https://api.spotify.com/v1/tracks/4VrWlk8IQxevMvERoX08iC,5,-2.88,0.572,audio_features,0.399
0.0582,127.952,0.703,https://api.spotify.com/v1/audio-analysis/0rgGwEybYIQvqHf5qEkFOB,0.0807,0,0.685,6,405293,0rgGwEybYIQvqHf5qEkFOB,Haven't You Heard,52,spotify:track:0rgGwEybYIQvqHf5qEkFOB,0.0491,https://api.spotify.com/v1/tracks/0rgGwEybYIQvqHf5qEkFOB,4,-8.308,0.947,audio_features,0.88
0.0861,99.026,0.543,https://api.spotify.com/v1/audio-analysis/0ErzcmZ2gIwX7X0xSMQPix,0.037,0,0,10,210641,0ErzcmZ2gIwX7X0xSMQPix,BOSS,70,spotify:track:0ErzcmZ2gIwX7X0xSMQPix,0.0233,https://api.spotify.com/v1/tracks/0ErzcmZ2gIwX7X0xSMQPix,4,-6.7,0.332,audio_features,0.787
0.0759,124.166,0.864,https://api.spotify.com/v1/audio-analysis/3nlHlYHEvLxkwCiiqbjCKI,0.344,1,0,2,203363,3nlHlYHEvLxkwCiiqbjCKI,Science Student,49,spotify:track:3nlHlYHEvLxkwCiiqbjCKI,0.562,https://api.spotify.com/v1/tracks/3nlHlYHEvLxkwCiiqbjCKI,4,-2.848,0.814,audio_features,0.789
0.0691,116.467,0.856,https://api.spotify.com/v1/audio-analysis/2m0M7YqCy4lXfedh18qd8N,0.035,0,0.00832,10,285093,2m0M7YqCy4lXfedh18qd8N,Into The Groove,62,spotify:track:2m0M7YqCy4lXfedh18qd8N,0.0658,https://api.spotify.com/v1/tracks/2m0M7YqCy4lXfedh18qd8N,4,-4.164,0.804,audio_features,0.729
0.182,124.968,0.838,https://api.spotify.com/v1/audio-analysis/0MIq2eq4jdNEVVNYryvgef,0.0424,1,0.167,11,187544,0MIq2eq4jdNEVVNYryvgef,Needin' U - Dimitri From Paris - Radio Edit,33,spotify:track:0MIq2eq4jdNEVVNYryvgef,0.00546,https://api.spotify.com/v1/tracks/0MIq2eq4jdNEVVNYryvgef,4,-8.099,0.639,audio_features,0.666
0.11,84.899,0.418,https://api.spotify.com/v1/audio-analysis/7IHOIqZUUInxjVkko181PB,0.0377,1,0.000193,0,172724,7IHOIqZUUInxjVkko181PB,Stay With Me,24,spotify:track:7IHOIqZUUInxjVkko181PB,0.566,https://api.spotify.com/v1/tracks/7IHOIqZUUInxjVkko181PB,4,-6.535,0.176,audio_features,0.5
0.384,125.024,0.91,https://api.spotify.com/v1/audio-analysis/7DkqdEiDja7Gn9zvrfy7Vw,0.0465,1,2.28e-06,1,201860,7DkqdEiDja7Gn9zvrfy7Vw,Rollin' (New Version),43,spotify:track:7DkqdEiDja7Gn9zvrfy7Vw,0.0167,https://api.spotify.com/v1/tracks/7DkqdEiDja7Gn9zvrfy7Vw,4,-3.112,0.662,audio_features,0.64
0.296,91.137,0.455,https://api.spotify.com/v1/audio-analysis/6RlNMHQpMrWzM3BOe39iXq,0.0368,1,0.00085,5,245257,6RlNMHQpMrWzM3BOe39iXq,Domino Bones,30,spotify:track:6RlNMHQpMrWzM3BOe39iXq,0.176,https://api.spotify.com/v1/tracks/6RlNMHQpMrWzM3BOe39iXq,4,-9.461,0.443,audio_features,0.535
0.113,104.009,0.575,https://api.spotify.com/v1/audio-analysis/2fmzK2KKJSiaCdcb4xflzE,0.0335,0,0.0169,11,236773,2fmzK2KKJSiaCdcb4xflzE,Cultivated,50,spotify:track:2fmzK2KKJSiaCdcb4xflzE,0.48,https://api.spotify.com/v1/tracks/2fmzK2KKJSiaCdcb4xflzE,4,-7.72,0.327,audio_features,0.585
0.109,115.119,0.494,https://api.spotify.com/v1/audio-analysis/1Ct53adAnQl2VmLg5ohe91,0.0421,1,0.000136,2,187130,1Ct53adAnQl2VmLg5ohe91,This Heart,15,spotify:track:1Ct53adAnQl2VmLg5ohe91,0.693,https://api.spotify.com/v1/tracks/1Ct53adAnQl2VmLg5ohe91,4,-9.334,0.121,audio_features,0.625
0.249,125.619,0.601,https://api.spotify.com/v1/audio-analysis/0XIvZ82aDF7JiSi3ZE320u,0.0486,1,0.000187,7,252493,0XIvZ82aDF7JiSi3ZE320u,Rock You Like A Hurricane,64,spotify:track:0XIvZ82aDF7JiSi3ZE320u,0.00853,https://api.spotify.com/v1/tracks/0XIvZ82aDF7JiSi3ZE320u,4,-12.846,0.774,audio_features,0.482
0.0346,83.002,0.781,https://api.spotify.com/v1/audio-analysis/6xwn1ce0YplRNLH2bFaYdg,0.0517,1,0,2,274619,6xwn1ce0YplRNLH2bFaYdg,Keep It Redneck (Remix) [feat. Cypress Spring],26,spotify:track:6xwn1ce0YplRNLH2bFaYdg,0.00117,https://api.spotify.com/v1/tracks/6xwn1ce0YplRNLH2bFaYdg,4,-4.681,0.418,audio_features,0.636
0.0892,133.967,0.623,https://api.spotify.com/v1/audio-analysis/61AaiTZFfwruCncZ7m7CIg,0.446,0,0,9,179447,61AaiTZFfwruCncZ7m7CIg,Addison Lee (Peng Ting Called Maddison),56,spotify:track:61AaiTZFfwruCncZ7m7CIg,0.716,https://api.spotify.com/v1/tracks/61AaiTZFfwruCncZ7m7CIg,5,-6.256,0.477,audio_features,0.552
0.1,120.033,0.919,https://api.spotify.com/v1/audio-analysis/4x5l1gjNcoBhhWBPEMo7OQ,0.0701,0,0,8,190921,4x5l1gjNcoBhhWBPEMo7OQ,Love U,61,spotify:track:4x5l1gjNcoBhhWBPEMo7OQ,0.332,https://api.spotify.com/v1/tracks/4x5l1gjNcoBhhWBPEMo7OQ,4,-0.509,0.69,audio_features,0.774
0.116,122.049,0.673,https://api.spotify.com/v1/audio-analysis/5eUxnq6LlN8z49ka9O0a2Q,0.0529,1,0.191,11,190820,5eUxnq6LlN8z49ka9O0a2Q,By Your Side,50,spotify:track:5eUxnq6LlN8z49ka9O0a2Q,0.53,https://api.spotify.com/v1/tracks/5eUxnq6LlN8z49ka9O0a2Q,4,-10.906,0.0574,audio_features,0.792
0.594,128.045,0.997,https://api.spotify.com/v1/audio-analysis/06PWDDHMDH9NPj6Q82TKSf,0.146,0,0.914,11,160576,06PWDDHMDH9NPj6Q82TKSf,My Feeling,3,spotify:track:06PWDDHMDH9NPj6Q82TKSf,0.00125,https://api.spotify.com/v1/tracks/06PWDDHMDH9NPj6Q82TKSf,4,-4.388,0.315,audio_features,0.518
0.0867,112.005,0.845,https://api.spotify.com/v1/audio-analysis/5MAScTGPHzWAeivPjpATa9,0.0644,1,0,11,233718,5MAScTGPHzWAeivPjpATa9,"My Woman, My Everything (feat. Wandecoal)",55,spotify:track:5MAScTGPHzWAeivPjpATa9,0.0438,https://api.spotify.com/v1/tracks/5MAScTGPHzWAeivPjpATa9,4,-2.695,0.625,audio_features,0.902
0.0841,153.913,0.486,https://api.spotify.com/v1/audio-analysis/4ktfGGE433ADgVrsZrVLjl,0.108,1,0,11,153429,4ktfGGE433ADgVrsZrVLjl,Loner,50,spotify:track:4ktfGGE433ADgVrsZrVLjl,0.127,https://api.spotify.com/v1/tracks/4ktfGGE433ADgVrsZrVLjl,4,-8.431,0.723,audio_features,0.795
0.101,138.977,0.785,https://api.spotify.com/v1/audio-analysis/0JgMHia55MBfhfqZIRi3kF,0.0398,1,0.00039,4,196680,0JgMHia55MBfhfqZIRi3kF,Pump It Up,59,spotify:track:0JgMHia55MBfhfqZIRi3kF,0.0123,https://api.spotify.com/v1/tracks/0JgMHia55MBfhfqZIRi3kF,4,-5.914,0.968,audio_features,0.646
0.0658,114.797,0.771,https://api.spotify.com/v1/audio-analysis/36GGt1TESHfp6WmKQhyqmU,0.0395,1,0.00144,1,221307,36GGt1TESHfp6WmKQhyqmU,Simple Dude,15,spotify:track:36GGt1TESHfp6WmKQhyqmU,0.00148,https://api.spotify.com/v1/tracks/36GGt1TESHfp6WmKQhyqmU,3,-6.21,0.424,audio_features,0.383
0.0671,104.119,0.741,https://api.spotify.com/v1/audio-analysis/4l3SD9S0EOaBAPejqNti6E,0.0503,1,1.28e-05,0,202253,4l3SD9S0EOaBAPejqNti6E,Mira oye,61,spotify:track:4l3SD9S0EOaBAPejqNti6E,0.101,https://api.spotify.com/v1/tracks/4l3SD9S0EOaBAPejqNti6E,4,-5.19,0.873,audio_features,0.854
0.0587,102.03,0.621,https://api.spotify.com/v1/audio-analysis/63favIQYRmfbey7wzAeqNY,0.0698,0,0,10,220256,63favIQYRmfbey7wzAeqNY,Vermedin,43,spotify:track:63favIQYRmfbey7wzAeqNY,0.527,https://api.spotify.com/v1/tracks/63favIQYRmfbey7wzAeqNY,4,-5.537,0.751,audio_features,0.858
0.148,145.075,0.428,https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO,0.0278,1,0.000243,0,377093,2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,76,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,0.382,https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO,4,-11.097,0.282,audio_features,0.414
0.125,125.027,0.937,https://api.spotify.com/v1/audio-analysis/0tgbSxoFjZ20MjfoKwWevV,0.0336,0,0.496,2,185620,0tgbSxoFjZ20MjfoKwWevV,Your Love,77,spotify:track:0tgbSxoFjZ20MjfoKwWevV,0.0997,https://api.spotify.com/v1/tracks/0tgbSxoFjZ20MjfoKwWevV,4,-2.682,0.512,audio_features,0.571
0.154,99.026,0.543,https://api.spotify.com/v1/audio-analysis/4hXDobvUaXyDFLnmecoY0z,0.2,1,0,2,195992,4hXDobvUaXyDFLnmecoY0z,Dip,79,spotify:track:4hXDobvUaXyDFLnmecoY0z,0.0311,https://api.spotify.com/v1/tracks/4hXDobvUaXyDFLnmecoY0z,4,-6.338,0.43,audio_features,0.885
0.143,177.951,0.494,https://api.spotify.com/v1/audio-analysis/2jl6qxOAmEuQB5QWrMsVbD,0.0575,1,0.0455,7,255000,2jl6qxOAmEuQB5QWrMsVbD,Lanmou Doudou,23,spotify:track:2jl6qxOAmEuQB5QWrMsVbD,0.117,https://api.spotify.com/v1/tracks/2jl6qxOAmEuQB5QWrMsVbD,4,-9.958,0.85,audio_features,0.725
0.83,110.951,0.575,https://api.spotify.com/v1/audio-analysis/19NKQh7UsGP0dazET759jN,0.0559,1,0.00469,5,163427,19NKQh7UsGP0dazET759jN,Folsom Prison Blues - Live,13,spotify:track:19NKQh7UsGP0dazET759jN,0.0236,https://api.spotify.com/v1/tracks/19NKQh7UsGP0dazET759jN,4,-12.827,0.904,audio_features,0.602
0.31,119.959,0.85,https://api.spotify.com/v1/audio-analysis/6sv6d9PMq8XuLSSpOg0vKd,0.0501,0,0.000128,10,166536,6sv6d9PMq8XuLSSpOg0vKd,Over You - Mark Shakedown Remix / Radio Edit,46,spotify:track:6sv6d9PMq8XuLSSpOg0vKd,0.0181,https://api.spotify.com/v1/tracks/6sv6d9PMq8XuLSSpOg0vKd,4,-4.67,0.663,audio_features,0.702
0.115,101.101,0.699,https://api.spotify.com/v1/audio-analysis/4tw57jakL7TFEdZ4bUohP1,0.355,0,0.000112,10,168751,4tw57jakL7TFEdZ4bUohP1,Hard Drive,59,spotify:track:4tw57jakL7TFEdZ4bUohP1,0.216,https://api.spotify.com/v1/tracks/4tw57jakL7TFEdZ4bUohP1,4,-5.379,0.664,audio_features,0.817
0.367,108.209,0.755,https://api.spotify.com/v1/audio-analysis/0vTSHNUlpCJEqxzRonxAjw,0.0741,0,0.000263,9,391747,0vTSHNUlpCJEqxzRonxAjw,I Won't Let The Sun Go Down On Me - Extended Mix,29,spotify:track:0vTSHNUlpCJEqxzRonxAjw,0.122,https://api.spotify.com/v1/tracks/0vTSHNUlpCJEqxzRonxAjw,4,-8.594,0.659,audio_features,0.749
0.173,114.96,0.836,https://api.spotify.com/v1/audio-analysis/30FaehDK5CYe31qBL8foxZ,0.103,1,0,1,255507,30FaehDK5CYe31qBL8foxZ,Crying On The Bathroom Floor,39,spotify:track:30FaehDK5CYe31qBL8foxZ,0.1,https://api.spotify.com/v1/tracks/30FaehDK5CYe31qBL8foxZ,4,-6.431,0.318,audio_features,0.57
0.152,144.026,0.944,https://api.spotify.com/v1/audio-analysis/45vYrwyBrzq8y2RdEsgjgK,0.0481,1,7.23e-05,7,224027,45vYrwyBrzq8y2RdEsgjgK,Hillbilly Bone (feat. Trace Adkins),42,spotify:track:45vYrwyBrzq8y2RdEsgjgK,0.0496,https://api.spotify.com/v1/tracks/45vYrwyBrzq8y2RdEsgjgK,4,-4.157,0.911,audio_features,0.603
0.113,97.05,0.861,https://api.spotify.com/v1/audio-analysis/5NvApsSc7VsiqnXBQZbmRC,0.0309,0,0,6,200877,5NvApsSc7VsiqnXBQZbmRC,Burning,48,spotify:track:5NvApsSc7VsiqnXBQZbmRC,0.281,https://api.spotify.com/v1/tracks/5NvApsSc7VsiqnXBQZbmRC,4,-0.977,0.604,audio_features,0.662
0.09,115.869,0.413,https://api.spotify.com/v1/audio-analysis/4IlBZXHTwY7DoxA4piiHtM,0.0673,0,0,6,217280,4IlBZXHTwY7DoxA4piiHtM,Zara (feat. Abir),51,spotify:track:4IlBZXHTwY7DoxA4piiHtM,0.0345,https://api.spotify.com/v1/tracks/4IlBZXHTwY7DoxA4piiHtM,4,-9.324,0.215,audio_features,0.773
0.11,193.773,0.866,https://api.spotify.com/v1/audio-analysis/76JtOI0FWWI1KhM0Gyj3rJ,0.0484,0,0.000834,5,271333,76JtOI0FWWI1KhM0Gyj3rJ,Las Mujeres No Se Acaban,53,spotify:track:76JtOI0FWWI1KhM0Gyj3rJ,0.0206,https://api.spotify.com/v1/tracks/76JtOI0FWWI1KhM0Gyj3rJ,4,-6.686,0.824,audio_features,0.516
0.139,99.938,0.846,https://api.spotify.com/v1/audio-analysis/7Ib4HxrkMe8iHweXxMsev5,0.208,1,0,8,223600,7Ib4HxrkMe8iHweXxMsev5,Open The Door,57,spotify:track:7Ib4HxrkMe8iHweXxMsev5,0.0783,https://api.spotify.com/v1/tracks/7Ib4HxrkMe8iHweXxMsev5,4,-4.843,0.478,audio_features,0.735
0.0981,126.08,0.84,https://api.spotify.com/v1/audio-analysis/23kuCRJIxwiwB7zubMmicH,0.0851,0,0.0489,11,249524,23kuCRJIxwiwB7zubMmicH,In My Hand,45,spotify:track:23kuCRJIxwiwB7zubMmicH,0.00391,https://api.spotify.com/v1/tracks/23kuCRJIxwiwB7zubMmicH,4,-4.327,0.117,audio_features,0.707
0.0482,141.975,0.981,https://api.spotify.com/v1/audio-analysis/5Z4F0zOGKoYLv8EtBhLzmZ,0.112,0,4.77e-05,7,280520,5Z4F0zOGKoYLv8EtBhLzmZ,Ah W Noss,41,spotify:track:5Z4F0zOGKoYLv8EtBhLzmZ,0.0856,https://api.spotify.com/v1/tracks/5Z4F0zOGKoYLv8EtBhLzmZ,4,-1.024,0.964,audio_features,0.809
0.371,105.814,0.651,https://api.spotify.com/v1/audio-analysis/1jo3TwNGCXfNdB5uba3ZVv,0.378,0,0,0,253580,1jo3TwNGCXfNdB5uba3ZVv,Killshot,87,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,0.0989,https://api.spotify.com/v1/tracks/1jo3TwNGCXfNdB5uba3ZVv,4,-8.645,0.599,audio_features,0.892
0.222,110.979,0.745,https://api.spotify.com/v1/audio-analysis/22Na3r1qW5cf1bmHGvNWI8,0.0281,1,0.891,1,194701,22Na3r1qW5cf1bmHGvNWI8,Stay,16,spotify:track:22Na3r1qW5cf1bmHGvNWI8,0.00415,https://api.spotify.com/v1/tracks/22Na3r1qW5cf1bmHGvNWI8,4,-6.438,0.077,audio_features,0.47
0.0715,72.949,0.553,https://api.spotify.com/v1/audio-analysis/3ddd0nUY2jZtPYzg0r0wTb,0.305,0,0.0581,6,242893,3ddd0nUY2jZtPYzg0r0wTb,Pana,61,spotify:track:3ddd0nUY2jZtPYzg0r0wTb,0.305,https://api.spotify.com/v1/tracks/3ddd0nUY2jZtPYzg0r0wTb,3,-6.818,0.664,audio_features,0.553
0.6,124.001,0.774,https://api.spotify.com/v1/audio-analysis/1wMgSz5vW6txvc0RkbsvSY,0.0352,0,4.44e-06,5,209173,1wMgSz5vW6txvc0RkbsvSY,Hey Alligator,57,spotify:track:1wMgSz5vW6txvc0RkbsvSY,0.0244,https://api.spotify.com/v1/tracks/1wMgSz5vW6txvc0RkbsvSY,4,-3.467,0.649,audio_features,0.697
0.0964,91.558,0.989,https://api.spotify.com/v1/audio-analysis/2rmoeBqloVIhg7Zb20n5Sq,0.0616,0,0.00108,9,284267,2rmoeBqloVIhg7Zb20n5Sq,Give It Away,52,spotify:track:2rmoeBqloVIhg7Zb20n5Sq,0.00579,https://api.spotify.com/v1/tracks/2rmoeBqloVIhg7Zb20n5Sq,4,-2.092,0.781,audio_features,0.683
0.109,125.035,0.573,https://api.spotify.com/v1/audio-analysis/69PkhA9q3xCWU2CzoZnLAu,0.308,1,0,7,237655,69PkhA9q3xCWU2CzoZnLAu,LOSE IT (feat. Lil Baby),80,spotify:track:69PkhA9q3xCWU2CzoZnLAu,0.0161,https://api.spotify.com/v1/tracks/69PkhA9q3xCWU2CzoZnLAu,4,-5.924,0.728,audio_features,0.962
0.0871,108.016,0.676,https://api.spotify.com/v1/audio-analysis/4ly1QBXEwYoDmje9rmEgC4,0.027,1,0,7,202347,4ly1QBXEwYoDmje9rmEgC4,Head Over Boots,72,spotify:track:4ly1QBXEwYoDmje9rmEgC4,0.0661,https://api.spotify.com/v1/tracks/4ly1QBXEwYoDmje9rmEgC4,4,-4.457,0.678,audio_features,0.557
0.152,104.944,0.921,https://api.spotify.com/v1/audio-analysis/4pI6T7p0MQE7KYTNRb7a7T,0.0806,0,1.14e-06,0,205714,4pI6T7p0MQE7KYTNRb7a7T,World Party (feat. Razz),44,spotify:track:4pI6T7p0MQE7KYTNRb7a7T,0.0746,https://api.spotify.com/v1/tracks/4pI6T7p0MQE7KYTNRb7a7T,4,-0.498,0.829,audio_features,0.734
0.185,124.011,0.67,https://api.spotify.com/v1/audio-analysis/2SZy40PLDk3vFucXUGFCFA,0.126,0,0,11,213947,2SZy40PLDk3vFucXUGFCFA,You Don't Know Me,19,spotify:track:2SZy40PLDk3vFucXUGFCFA,0.165,https://api.spotify.com/v1/tracks/2SZy40PLDk3vFucXUGFCFA,4,-6.064,0.68,audio_features,0.874
0.243,109.352,0.863,https://api.spotify.com/v1/audio-analysis/2Baq97P45N152GVrhUJKql,0.292,0,0,10,119360,2Baq97P45N152GVrhUJKql,Bendicion,44,spotify:track:2Baq97P45N152GVrhUJKql,0.0387,https://api.spotify.com/v1/tracks/2Baq97P45N152GVrhUJKql,5,-2.32,0.496,audio_features,0.647
